Well Name;Last;Choke;BHP;WHP;WHT;Gas;Cond;Water;WOR;GOR
Field1-4W;02.03.18;20;236;158;67;159;115;0;0;1382
Field1-4W;02.01.19;20;286;208;60;219;89;0;0;2457
Field1-4W;06.01.19;30;226;165;69;256;103;0;0;2478
Field1-4W;12.03.20;19.8;282;196;59;160;67;0;0;2396
Field1-4W;16.04.20;20.4;247;163;57;136;62;0;0;2187
Field1-4W;12.05.20;19.4;246;160;58;130;58;0;0;2246
Field1-4W;01.06.20;19.4;246;161;60;132;59;0;0;2225
Field1-4W;26.07.20;19.8;225;143;59;117;58;0;0;2011
Field1-4W;13.08.20;20.2;215;136;59;117;59;0;0;1984
Field1-4W;30.09.20;20;209;132;56;116;59;0;0;1964
Field1-4W;08.10.20;20.5;199;124;56;114;58;0;0;1989
Field1-4W;01.12.20;20.4;205;129;57;122;68;0;0;1790
Field1-4W;28.01.21;20;229;144;53;123;95;0;0;1295
Field1-4W;14.03.21;19.9;218;138;57;120;80;0;0;1506
Field1-4W;25.03.21;20.5;208;130;58;123;79;0;0;1559
Field1-4W;17.04.21;20.8;202;126;60;118;75;0;0;1584
Field1-4W;21.10.21;20.3;197;118;50;113;82;0;0;1384
Field1-4W;17.11.21;20;114;68;63;162;117;0;0;1389
Field1-4W;25.12.21;19.4;111;66;62;151;107;0;0;1412
Field1-4W;20.10.22;20.1;349;271;79;442;133;4;0.0000101;3309
Field1-4W;22.10.22;10.3;371;286;71;271;100;3;0.0000114;2725
Field1-4W;17.11.22;10.3;290;216;73;254;89;3;0.0000113;2865
Field1-4W;19.12.22;10.4;286;209;57;128;50;0;0;2549
Field1-4W;29.12.22;10.4;288;211;56;132;56;0;0;2358
Field1-4W;13.01.23;10;290;213;60;143;59;0;0;2432
Field1-4W;22.02.23;10.3;288;211;57;143;60;0;0;2405
Field1-4W;10.03.23;10.5;282;206;57;144;60;0;0;2382
Field1-4W;16.04.23;10.5;266;189;63;164;63;3;0.0000194;2590
Field1-4W;15.05.23;10.2;252;179;63;163;57;0;0;2846
Field1-4W;12.06.23;10.2;240;168;64;172;65;3;0.000018;2648
Field1-4W;01.07.23;11.1;232;162;65;176;65;3;0.0000179;2708
Field1-4W;07.08.23;10.5;226;156;62;161;57;3;0.0000199;2805
Field1-4W;27.08.23;10.3;214;150;62;174;60;5;0.000026;2903
Field1-4W;13.09.23;10.4;206;143;64;179;59;3;0.0000159;3030
Field1-4W;14.10.23;10.3;202;138;63;169;57;3;0.0000178;2945
Field1-4W;16.01.24;10.1;160;109;63;198;50;7;0.0000331;3962
Field1-4W;04.03.24;10.5;138;94;65;231;46;11;0.0000487;5029
Field1-4W;02.04.24;10.3;83;54;76;403;70;4;0.0000091;5760
Field1-4W;04.04.24;5.1;84;55;76;391;68;4;0.0000089;5754
Field1-4W;12.04.24;2;85;55;72;365;82;3;0.0000091;4472
Field1-4W;18.04.24;30.4;125;81;62;168;60;3;0.000019;2813
Field1-4W;23.04.24;30.4;125;83;63;161;56;1;0.0000047;2865
Field1-4W;07.05.24;29.9;129;85;62;163;65;0;0.0000023;2499
Field1-4W;09.05.24;29.7;130;84;62;164;61;0;0.0000029;2685
Field1-4W;18.05.24;29.9;129;83;64;164;56;0;0;2953
Field1-4W;28.05.24;29.9;130;83;62;163;57;0;0;2851
Field1-4W;11.06.24;20.3;139;86;58;125;45;0;0.0000038;2751
Field1-4W;24.06.24;29.2;131;84;62;167;48;0;0;3479
Field1-4W;08.07.24;29.3;131;83;63;167;46;0;0;3662
Field1-4W;23.07.24;29.2;131;84;62;164;59;0;0;2793
Field1-4W;04.08.24;29.3;132;84;63;160;54;0;0;2976
Field1-4W;30.09.24;29.5;119;79;66;184;64;0;0;2887
Field1-4W;22.10.24;30.7;114;78;64;200;66;0;0;3042
Field1-4W;17.11.24;30.7;111;75;64;188;57;2;0.000012;3279
Field1-4W;23.11.24;29.9;110;73;64;176;59;3;0.0000142;2976
Field1-4W;02.12.24;30.5;110;74;64;161;66;2;0.0000102;2448
Field1-4W;21.01.25;42.2;110;72;60;177;60;0;0;2926
Field1-4W;15.02.25;30;107;69;63;200;69;3;0.0000127;2922
Field1-4W;23.02.25;29.8;104;67;63;217;72;0;0;3029
Field1-4W;27.03.25;30.2;99;66;67;204;63;0;0.0000017;3236
Field1-4W;10.04.25;30.3;98;64;69;207;69;0;0;3005
Field2-5W;29.08.16;60;511;438;78;433;126;0;0;3438
Field2-5W;30.08.16;80;509;437;86;504;119;0;0;4229
Field2-5W;31.08.16;80;508;435;86;620;117;0;0;5310
Field2-5W;04.09.16;80;506;434;75;603;118;0;0;5129
Field2-5W;08.09.16;80;505;433;80;597;126;0;0;4759
Field2-5W;23.09.16;60;508;436;70;402;82;0;0;4894
Field2-5W;25.09.16;60;508;436;73;421;87;0;0;4852
Field2-5W;15.10.16;60;502;431;80;514;87;40;0.0000774;5876
Field2-5W;02.11.16;60;496;425;94;661;135;0;0;4893
Field2-5W;07.12.16;60;493;422;88;637;123;0;0;5200
Field2-5W;10.12.16;40;495;425;72;541;104;0;0;5220
Field2-5W;14.02.17;40;489;419;90;555;106;0;0;5252
Field2-5W;17.03.17;40;482;414;92;510;100;0;0;5091
Field2-5W;20.04.17;40;475;407;95;527;99;0;0;5337
Field2-5W;24.06.17;30;466;398;85;391;83;12;0.0000301;4729
Field2-5W;04.10.17;30;456;390;90;460;84;22;0.0000473;5505
Field2-5W;16.10.17;60;449;379;97;827;130;37;0.0000442;6346
Field2-5W;14.11.17;31.7;443;375;95;586;93;22;0.000038;6305
Field2-5W;15.11.17;55.9;446;380;94;801;128;34;0.0000422;6265
Field2-5W;04.01.18;60.4;431;363;95;865;156;16;0.000018;5555
Field2-5W;04.02.18;60.6;422;354;92;865;143;21;0.0000239;6045
Field2-5W;30.03.18;60.7;409;343;92;859;119;15;0.0000176;7204
Field2-5W;26.04.18;60.2;401;336;99;868;114;20;0.000023;7591
Field2-5W;18.05.18;60.6;395;329;99;892;116;21;0.0000235;7689
Field2-5W;29.07.18;20.1;385;322;84;300;40;8;0.0000267;7504
Field2-5W;26.11.18;80.1;343;277;96;1135;112;29;0.0000252;10133
Field2-5W;19.12.18;78.8;334;269;96;1121;113;16;0.0000143;9967
Field2-5W;17.01.19;76.5;330;270;95;947;100;18;0.0000193;9461
Field2-5W;18.01.19;71.2;331;273;94;845;88;14;0.0000169;9599
Field2-5W;19.01.19;48.8;334;281;91;598;62;11;0.0000186;9655
Field2-5W;15.02.19;54.7;330;275;92;660;75;11;0.0000171;8834
Field2-5W;18.03.19;79.8;316;253;96;1119;111;20;0.0000178;10055
Field2-5W;07.04.19;77.7;314;253;95;1036;103;17;0.0000163;10034
Field2-5W;08.04.19;77.6;315;256;96;971;97;17;0.000017;10020
Field2-5W;08.05.19;66.9;310;255;95;839;83;14;0.0000162;10105
Field2-5W;16.06.19;77.4;298;239;97;1005;99;8;0.0000077;10154
Field2-5W;03.07.19;73.8;296;241;96;866;85;6;0.0000066;10184
Field2-5W;04.07.19;79.6;292;233;97;1055;104;3;0.0000026;10145
Field2-5W;09.09.19;77.5;290;232;95;1034;101;5;0.0000053;10236
Field2-5W;10.09.19;79.3;288;228;96;1102;108;3;0.0000027;10247
Field2-5W;24.10.19;43.2;288;240;90;682;66;3;0.0000039;10331
Field2-5W;18.11.19;54;285;236;90;667;65;4;0.000006;10264
Field2-5W;19.11.19;29.5;289;242;84;398;41;5;0.0000134;9630
Field2-5W;21.12.19;40.2;280;234;88;518;51;3;0.0000061;10166
Field2-5W;22.12.19;77.6;274;219;93;919;81;5;0.0000051;11348
Field2-5W;16.01.20;54.8;275;226;91;687;60;8;0.0000123;11518
Field2-5W;16.02.20;80.1;264;208;94;1027;80;12;0.0000113;12904
Field2-5W;20.07.20;72.5;248;200;95;765;49;12;0.0000155;15581
Field2-5W;22.08.20;67.2;243;197;93;789;53;10;0.0000124;14885
Field2-5W;18.09.20;52.7;242;199;90;641;42;7;0.0000116;15251
Field2-5W;13.11.20;75.3;233;186;91;779;45;12;0.0000155;17377
Field2-5W;19.12.20;53.6;234;192;88;576;38;9;0.0000164;15150
Field2-5W;24.01.21;35.8;233;194;84;521;34;8;0.0000154;15324
Field2-5W;06.02.21;77.3;226;178;90;900;52;10;0.0000113;17436
Field2-5W;18.03.21;79.9;220;172;92;859;43;10;0.0000111;20018
Field2-5W;23.04.21;79.5;215;168;92;807;40;8;0.0000098;20315
Field2-5W;20.05.21;15.6;219;184;79;269;19;4;0.0000148;14107
Field2-5W;14.06.21;39.6;217;180;86;548;32;6;0.0000116;17258
Field2-5W;22.07.21;20.9;285;231;63;374;78;0;0;4808
Field2-5W;23.07.21;40.1;273;223;73;569;102;0;0;5553
Field2-5W;10.08.21;60.5;253;203;87;831;128;0;0;6511
Field2-5W;16.09.21;11;290;235;77;372;62;0;0;6024
Field2-5W;28.09.21;10;290;236;80;379;58;3;0.0000092;6519
Field2-5W;13.10.21;6.9;294;240;81;383;57;2;0.000005;6697
Field2-5W;18.11.21;73.1;246;192;92;1112;119;2;0.0000019;9345
Field2-5W;19.11.21;15.7;288;238;84;435;64;3;0.0000078;6800
Field2-5W;15.12.21;26.9;282;232;83;626;70;13;0.0000213;8971
Field2-5W;20.12.21;45.3;267;216;89;796;87;18;0.000023;9188
Field2-5W;21.12.21;69.7;251;198;91;920;113;18;0.0000193;8180
Field2-5W;29.12.21;20.3;333;276;78;522;84;0;0;6205
Field2-5W;04.01.22;40.1;326;270;86;826;95;15;0.0000183;8733
Field2-5W;05.01.22;59.7;317;257;92;1062;124;16;0.000015;8567
Field2-5W;06.01.22;80.3;304;235;95;1422;155;25;0.0000174;9147
Field2-5W;12.01.22;20.3;330;275;84;564;77;13;0.0000231;7342
Field2-5W;14.01.22;30;326;270;89;763;92;16;0.0000204;8280
Field2-5W;16.01.22;39.9;321;264;92;889;108;17;0.0000197;8204
Field2-5W;20.01.22;50.7;315;255;93;943;116;21;0.0000219;8129
Field2-5W;23.01.22;60.3;309;247;95;1072;122;25;0.000023;8814
Field2-5W;17.02.22;20.6;325;270;86;612;83;14;0.0000234;7332
Field2-5W;28.04.22;25.7;315;261;93;633;79;17;0.0000271;8005
Field2-5W;29.05.22;7.7;320;266;87;515;59;14;0.0000272;8704
Field2-5W;04.06.22;23.4;314;261;91;697;82;12;0.0000171;8495
Field2-5W;27.07.22;9.1;316;263;88;436;59;12;0.000028;7382
Field2-5W;24.08.22;19.8;314;260;83;529;63;21;0.0000391;8359
Field2-5W;25.08.22;30.2;312;257;88;602;73;25;0.0000409;8236
Field2-5W;06.09.22;20.7;323;268;56;227;40;0;0;5725
Field2-5W;07.09.22;30.1;321;264;60;284;53;0;0;5373
Field2-5W;08.09.22;39.9;319;262;68;418;66;9;0.0000217;6334
Field2-5W;09.09.22;50.5;315;261;82;545;72;14;0.0000257;7598
Field2-5W;10.09.22;60.1;314;260;88;617;79;16;0.000026;7769
Field2-5W;11.09.22;69.9;311;256;91;816;90;16;0.0000194;9099
Field2-5W;12.09.22;80.1;300;241;95;970;108;20;0.0000205;9002
Field2-5W;17.11.22;50.1;310;256;86;658;84;16;0.0000243;7864
Field2-5W;28.11.22;59.7;305;250;93;782;87;22;0.0000285;9011
Field2-5W;26.12.22;60.5;301;246;85;811;94;26;0.0000318;8612
Field2-5W;27.12.22;79.8;293;234;87;1018;105;29;0.0000286;9663
Field2-5W;11.01.23;78.9;294;237;97;964;100;25;0.0000259;9594
Field2-5W;16.02.23;80.4;294;235;86;935;99;22;0.0000234;9413
Field2-5W;26.02.23;80.4;292;234;85;983;99;22;0.0000226;9899
Field2-5W;25.03.23;80.2;283;222;98;1062;102;27;0.0000257;10441
Field2-5W;14.04.23;80.4;282;221;99;1016;97;28;0.0000272;10466
Field2-5W;14.05.23;80.6;277;219;100;1047;91;32;0.0000304;11458
Field2-5W;10.09.23;88;280;226;92;877;73;31;0.0000349;12038
Field2-5W;05.10.23;92.3;273;216;94;1086;91;28;0.0000256;11885
Field2-5W;25.10.23;57.2;288;239;89;575;48;19;0.0000326;11976
Field2-5W;27.10.23;29;290;239;85;481;40;16;0.0000324;12035
Field2-5W;05.11.23;90.6;275;221;93;941;78;28;0.0000299;12069
Field2-5W;02.12.23;88.1;275;221;90;1005;81;27;0.0000269;12331
Field2-5W;13.01.24;86.8;268;211;90;1205;96;30;0.0000249;12615
Field2-5W;03.02.24;86;271;216;91;1107;90;67;0.0000601;12302
Field2-5W;02.03.24;82.9;264;205;91;1370;96;25;0.0000186;14324
Field2-5W;20.04.24;78.2;263;207;94;1136;80;24;0.0000211;14203
Field2-5W;21.05.24;78.4;258;200;95;1179;84;27;0.0000231;14031
Field2-5W;22.06.24;75.8;257;200;83;1182;86;29;0.0000242;13794
Field2-5W;11.09.24;11.6;244;193;74;566;50;51;0.0000898;11327
Field2-5W;16.10.24;38.7;245;191;86;1218;105;14;0.0000117;11610
Field2-5W;17.10.24;10.6;259;210;86;906;85;12;0.0000132;10659
Field2-5W;30.10.24;0.7;261;213;86;835;72;9;0.0000114;11603
Field2-5W;07.11.24;24.7;271;218;66;445;40;19;0.0000429;11115
Field2-5W;08.11.24;49.6;261;211;78;858;70;28;0.0000323;12257
Field2-5W;09.11.24;69.3;254;202;85;1053;90;13;0.0000127;11705
Field2-5W;10.11.24;85.2;241;181;88;1388;100;17;0.0000119;13876
Field2-5W;11.11.24;15.3;270;217;71;262;23;4;0.0000136;11389
Field2-5W;14.11.24;74.6;250;197;89;1147;101;19;0.0000165;11355
Field2-5W;29.11.24;89.8;241;181;91;1369;110;22;0.0000161;12442
Field2-5W;30.11.24;35.1;268;222;84;564;48;9;0.000016;11746
Field2-5W;25.01.25;20.2;268;214;72;327;38;10;0.0000306;8569
Field2-5W;12.02.25;49.7;254;206;84;773;71;16;0.0000206;10934
Field2-5W;14.02.25;77.4;240;187;89;1209;112;15;0.0000124;10796
Field2-5W;22.02.25;19.6;268;223;78;321;30;3;0.0000103;10685
Field2-5W;20.03.25;79.7;245;189;91;1249;100;9;0.0000072;12488
Field2-5W;12.04.25;73.8;247;193;92;1136;78;19;0.0000168;14524
Field2-5W;25.04.25;80.3;240;183;92;1308;105;23;0.0000176;12460
Field2-5W;27.04.25;85;236;175;92;1419;119;25;0.0000179;11965
Field1-9W;17.10.16;25;328;248;77;283;181;0;0;1565
Field1-9W;19.10.16;25;304;229;77;274;180;0;0;1523
Field1-9W;20.10.16;25;292;219;77;269;175;0;0;1539
Field1-9W;23.10.16;25;277;207;72;253;161;0;0;1568
Field1-9W;30.10.16;25;215;155;65;199;124;0;0;1606
Field1-9W;31.10.16;25;208;149;65;197;121;0;0;1621
Field1-9W;22.11.16;20;273;197;64;203;155;0;0;1306
Field1-9W;27.11.16;20;225;155;54;159;113;0;0;1406
Field1-9W;08.12.16;20;183;118;51;116;89;0;0;1298
Field1-9W;17.12.16;20;161;97;50;98;72;0;0;1370
Field1-9W;30.12.16;20;153;84;43;75;59;0;0;1276
Field1-9W;18.01.17;20;150;74;38;51;38;0;0;1336
Field1-9W;04.06.17;20;161;91;51;74;72;0;0;1041
Field1-9W;09.06.17;20;151;81;48;67;67;0;0;1006
Field1-9W;14.11.17;20;147;77;45;78;59;0;0;1324
Field1-9W;28.07.18;20;162;97;50;100;81;0;0;1230
Field1-9W;31.07.18;20;156;84;47;74;63;0;0;1180
Field1-9W;29.12.18;20;157;86;43;106;77;0;0;1369
Field1-9W;22.01.19;20;141;69;38;57;40;0;0;1426
Field1-9W;20.02.19;20;142;68;41;63;41;0;0;1545
Field1-9W;26.05.19;20;141;65;40;87;28;0;0;3091
Field1-9W;24.05.20;20;150;84;41;54;37;0;0;1441
Field1-9W;06.08.20;20;130;66;35;37;23;0;0;1610
Field1-9W;17.10.20;19.9;143;65;33;35;22;0;0;1553
Field1-9W;07.12.20;19.7;136;62;31;39;28;0;0;1389
Field1-9W;27.03.21;20.2;144;59;32;34;23;0;0;1452
Field1-9W;17.05.21;20.1;138;60;34;21;25;0;0;862
Field1-9W;23.05.21;20.2;147;60;34;25;17;0;0;1458
Field1-9W;11.06.21;20.2;161;58;33;21;12;0;0;1768
Field1-9W;03.07.21;20;461;370;78;471;275;0;0;1714
Field1-9W;04.07.21;40;399;318;85;634;296;0;0;2146
Field1-9W;05.07.21;15;446;359;76;407;194;0;0;2100
Field1-9W;18.07.21;15.2;396;319;79;397;151;0;0;2624
Field1-9W;21.07.21;15.2;389;313;77;394;145;0;0;2713
Field1-9W;24.07.21;15.1;381;307;77;385;134;0;0;2868
Field1-9W;27.07.21;15.1;375;301;77;383;131;0;0;2920
Field1-9W;10.09.21;20;309;245;75;332;109;0;0;3045
Field1-9W;28.09.21;15.2;309;242;71;303;105;0;0;2895
Field1-9W;29.09.21;25;271;214;84;445;119;4;0.0000082;3730
Field1-9W;30.09.21;35.4;268;213;85;588;130;4;0.0000062;4511
Field1-9W;06.10.21;15.1;309;247;75;377;93;2;0.0000051;4048
Field1-9W;17.10.21;15.5;297;234;75;297;78;3;0.0000093;3788
Field1-9W;20.10.21;15.4;294;231;75;301;79;3;0.0000084;3792
Field1-9W;31.10.21;15.1;284;222;71;290;79;0;0;3668
Field1-9W;06.11.21;15.5;274;215;74;311;87;1;0.0000036;3564
Field1-9W;24.11.21;15.6;247;193;65;286;61;2;0.0000083;4729
Field1-9W;05.12.21;15.6;232;180;60;277;56;5;0.0000166;4942
Field1-9W;11.01.22;15.2;212;160;60;227;51;4;0.000019;4419
Field1-9W;26.01.22;15.2;199;149;61;204;46;3;0.0000132;4394
Field1-9W;10.02.22;15.4;195;144;59;191;44;3;0.000015;4327
Field1-9W;23.03.22;15.6;167;123;65;174;37;3;0.0000192;4757
Field1-9W;14.04.22;15.6;142;102;66;177;33;3;0.0000167;5337
Field1-9W;04.05.22;15.7;132;92;60;159;31;3;0.00002;5115
Field1-9W;16.06.22;15;112;72;62;135;27;3;0.0000213;5003
Field1-9W;03.07.22;15.1;107;67;59;122;27;4;0.0000305;4526
Field1-9W;04.08.22;15.2;109;63;52;105;25;7;0.0000684;4214
Field1-9W;01.09.22;2.4;131;65;48;73;28;3;0.0000424;2590
Field1-9W;11.11.22;2.2;137;73;38;62;33;2;0.0000302;1886
Field1-9W;30.04.23;10.6;121;69;50;117;61;10;0.000084;1922
Field1-9W;07.05.23;13.1;114;72;55;129;50;9;0.0000661;2602
Field1-9W;17.06.23;10.1;128;62;55;113;29;14;0.0001192;3960
Field1-9W;11.07.23;10;121;58;47;82;45;6;0.0000712;1825
Field1-9W;03.08.23;10.6;107;59;52;96;36;6;0.0000649;2676
Field1-9W;23.08.23;10.2;105;59;51;95;35;6;0.0000669;2718
Field1-9W;16.09.23;10.5;106;56;49;81;31;5;0.0000591;2601
Field1-9W;11.03.24;19.8;136;88;46;218;114;16;0.0000729;1911
Field1-9W;19.09.24;52.3;205;152;56;55;249;0;0;222
Field1-9W;07.12.24;12.4;290;207;47;120;67;4;0.000032;1796
Field1-9W;10.12.24;12.4;279;200;49;117;58;3;0.0000286;2005
Field1-9W;13.12.24;12.4;248;159;46;93;50;3;0.0000268;1879
Field1-9W;17.12.24;12;237;155;45;93;55;3;0.0000323;1695
Field1-9W;22.12.24;10.6;226;139;46;85;55;2;0.0000235;1542
Field1-9W;07.01.25;0.7;195;120;48;106;63;3;0.0000282;1688
Field1-9W;18.01.25;0.7;114;62;55;136;60;3;0.0000243;2265
Field1-9W;10.02.25;0.8;157;90;49;82;48;3;0.0000304;1711
Field1-9W;13.02.25;0.8;147;89;49;89;45;3;0.0000338;1960
Field1-9W;10.03.25;20.5;141;72;49;68;35;2;0.0000294;1942
Field1-9W;06.04.25;19.9;164;91;50;75;38;0;0;1968
Field1-9W;16.04.25;46.5;141;77;45;64;33;2;0.0000235;1931
Field1-9W;29.04.25;12.9;156;79;41;57;29;1;0.0000177;1938
